message	domain
Plz remove my 11 am reminder	reminders
Can u send me the revised itinerary for the tour package. Chennai-Delhi-manali-Dalhousie -Agra-delhi-chennai	travel
Can I get at t-shirt with the caption of I love Nutella	shopping
Can you place an order for me in a restaurant	food
Is my order confirmed ??	food
We plan for dinner	food
Need Electrician	support
27th row	travel
Yeah set reminder	reminders
Ottappaalam Coimbatore trains	travel
is kanyakumari bangalore express on right time	travel
Please check if you can get a confirm ticket from Delhi to Guwahati any ac or sleeper	travel
Hey, can you show me the latest deals on electronics? Looking for a washing machine	shopping
Thriller	movies
Foldable tea table	food
Can you order Pizza from Foodpanda?	food
Nearby petrol pump	nearby
Can you stop these reminders	reminders
Sbi bank branch	nearby
CAN YOU BOOK TICKETS IN TATKAL	travel
I need 2 pork burgers from goofy	food
How to go lalbaug from belapur station	travel
How many kilomiter is mumbai from kolkata	travel
What about my water reminder	reminders
Bombay Central near Ac hotel	travel
Pushtidham visit	travel
I have to go udaipur on flight 30.09.16	travel
Get me nearest hdfc bank not atm .. pls	nearby
Can u send me shoes	shopping
please dont wake me up	reminders
Another person told you will get unlimited 2g in airtel postpaid like that	recharge
Gitanjali exp Train live status	travel
Wake up alarm	reminders
Maggi	food
Share sleeper of all trains	travel
Enough of the reminders please..	reminders
Flight tkts 29th sept tezpur to kolkata  return 8th october	travel
Plz checked seat in lichvi express from siwan to anand vihar	travel
Hi i need a bus from dharwad or hubli to goa	travel
can i know the mobile stores to get apple 7 or apple 7	shopping
Chololate fudge cake	food
Which phone??	shopping
Nearest metro station to parikrama restaurant in Connaught place	food
Courier Services near my location	nearby
Icici prudential mutual fund office near Mira Bhayandar	support
irctc	travel
Hey we r planning for a trip to bangalore can u suggest some good places around it	travel
Yep me t shirt i can buy it	shopping
Can u get a train ticket done for me for Kanpur tmrw evening	travel
Turn off the wake up alarm	reminders
So ola is available in pondicherry as well..	travel
Can you send me flight calender price.	travel
Mumbai to delhi flight for 2 people	travel
I want to travel Vadodara to indoor 21 St morning....	travel
Xiaomi redmi note 3 hard case?	shopping
From mumbai to vapi	travel
Close the reminder	reminders
Send the specs and price	shopping
Journey date is 11	travel
I want to book ticket of gitanjali express for 3 passenger from shegao to Nagpur of AC3 on 27th of September so plz send me the total fair	travel
I need window seat	travel
I need a reminder on this number 7097557978	reminders
Nearby servicing centre for lenovo laptop	support
I want a hotel	travel
Flipkart pr order krne pr...hame koi products pasand na aaye to....kya vo products vaapis ho sakta he ?	shopping
Chicken curry	food
Get me some nipple covers	shopping
Planning a trip to Pondicherry. Can u suggest places to visit    trip is for 2 days only	travel
Round paper in white u hav	shopping
Can I know about airtel new plans about mega saver pack?	recharge
Ur network sucks, not able to recharge my mobile thru haptik several times	recharge
Which are the movies gong in Chikmagalur theatres	movies
Hey what is the timings of train to go from Surendranagar to ahmedabad, today?	travel
Cashback offer	recharge
Can u book me a cab	travel
What's the status ?	movies
Is there any best deal in flight tkt for varanasi for 6th october	travel
Can I get a white T-shirt in the range of R's 1000	shopping
Hi i need Mc donald	food
Hey can you please find me today's cost for a deluxe room in Sterling holidays resorts?	travel
Hi, can u suggest someone who can clean water tank on rooftop	support
May i knw the train towards kannur from mangalore??	travel
Set reminder for every two hrs	reminders
size 40 budget 999	shopping
Iphone ogt cable	shopping
Cancel my 0900 wake up call for today plz	reminders
May I know price of Samsung j7 2016	shopping
Tata sky tamil callcentre number	recharge
Headphones	shopping
Can u please tell me the nearest Vodafone store	nearby
Screen guard for Galaxy S7 edge	shopping
I want mobile back cover	shopping
Seat abality	travel
Ola cab	travel
I need setc bus	travel
Apple 5s at pincoad 227405	shopping
Let's stop this reminder	reminders
Rail ticket	travel
Can u just tell me the show timings of 'pink' movie in cine polis and Asian cinemas in nizampeth	movies
i need a slim fit type	shopping
From udaipur to jodhpur on 18november night	travel
Honey trip to Kerala in Dec 12	travel
Can i get someone who can help in cleaning the house.	support
Can i know what are the movies running in PVR of vaishnavi mall banglore and even the timings,ticket fair details on september 15??	movies
Best phones under 12000	shopping
Is ther any CCD in gopalan innovation mall	movies
Talk to monu at 9 am.	reminders
No..I want Redmi 3s prime	shopping
I want you to book a room in haritha resort kakinada	travel
No color option	shopping
26 th September flight from Delhi to chenni expenses	travel
Yes schedule a reminder on 3rd Oct for the credit card	reminders
I need aloo pitika and ghee paratha	food
No call, just notification	reminders
Hello Alokita, can you find a Dell laptop service centre near Gangothri Circle,BTM	support
Shruti can u plz tell me d train running status for 11078 jhellum express	travel
show timings of pink in inox liluah	movies
is there any nearby cyber cafe which is open now?	nearby
Set an alarm at 5	reminders
Have you any coupon codes for shopping on Myntra?	shopping
I wants titan new smart watch	shopping
Will this block your reminder call also?	reminders
Creative	shopping
Ac?	support
Asus service center near bycuylla stn in west	support
Plz remove all my reminder and alarms	reminders
Ask me to remind Pawan for cardholder and PO tomorrow at 11 am	reminders
Now I want to eat butter chicken	food
Nearest passport office	travel
From Srinagar	travel
Can u list down the movies that will be on raghulila mall at vashi new mumbai	movies
Thanxs is 63 upper berth	travel
Give me a call reminder to meet afzal sir at 12 pm noon	reminders
Ambala to Delhi train	travel
Nearby gym??	nearby
Seat available h	travel
How much time before departure can I check in my air costa flight	travel
I want to book a room in uttan resort gorai..for 17th september	travel
Delhi to Kashipur ac bus tomorrow	travel
23 September	reminders
Chicken kepsa Biryani from Persian darbar	food
uber offer Kochi	travel
Hey i have already informed to stop call reminders. Why am i still getting them?	reminders
Lenovo vibe k5 note is available now	shopping
Just came for trip	travel
Taxi  up to titwala	travel
Computer speaker	shopping
The cake was yum	shopping
Cud u please remind me to pay my airtel bill in evening after 8:30 today	reminders
Pizza hut near by bandra	food
please cancel all my reminders and disable the option of calling on my phone	reminders
What alarm.... I say morning alarm not Evening	reminders
Please stop this water reminder	reminders
All train leaves from raipur arrive bilaspur	travel
I got the hotel. Thanks	travel
Remind me by 2:30 to make a call	reminders
Iphone 5 charging cable	shopping
Hi, can you please delete the reminder for tomorrow night?	reminders
Best plans for reliance in Delhi?	recharge
I want to book a uber cab	travel
Girls watches	shopping
Today at 9 pm sharp call me as well as msg me for reminder to visit Optics	reminders
Chandigarh to kishanganj train.dablu	travel
which is the most expensive restaurant in my city ?	food
Give me d list of movies with cost and tymings in kanjurmarg 4 mrng show on friday....	movies
Which movies are in empress cinema vapi	movies
Hi can you reserve a table for 6 at Farzi cafe tonight	food
Sir can u book tickets for banjo for tomorrow at 9.30	movies
Burger King in koregaon park	food
Please remind me to call anmol	reminders
Garib rath express	travel
remind me every hour	reminders
Buy shoes, shave kit, iron shirt, new shirt,	shopping
Multiplex's near me	movies
Mobile back cover	shopping
Show leeco mobiles under 12k	shopping
I'm looking for leggings dark pink color	shopping
Hey i  need redmi 3s phone	shopping
What is the cost of original apple earpods	shopping
Can u find me trains to thirupathi from davangere on September 9	travel
Hi i need a watches	shopping
I want to cancel the ticket of train my plan was change	travel
Icici	nearby
https://www.flipkart.com/redmi-3s-prime-gold-32-gb/p/itmehbejabfb46rg	shopping
Wake me up in a minute	reminders
Can I get gas cylinder	support
Remind me to do weight loss	reminders
16 GB memory card class 10 in the range near about 300 rs	shopping
Mumbai to Ratlam on 8 th octomber	travel
Send me details about lumia 640 xl lte	shopping
Hotel?	travel
Hyundai car showroom nearby	nearby
I want deals on badminton racket	shopping
Which shopping site is cheap for Samsung tizen z3	shopping
Can you check for flights from delhi to bangalore	travel
Can u give me mobile no of cinepolis cimandheri west	movies
Renuka pleas schedule a call tomorrow 10 Am with Vikram from Sanskriti school	reminders
Full length shrug	shopping
Vodafone store	nearby
When does Bairava movie release	movies
Which 1 is better in look redmi note 3 or lenevo vibe k5 note	shopping
If I want to book a flight through Haptik then how I will get my ticket	travel
What are the flight expenses to and fro from New Delhi	travel
Naturals Icecream	food
1 bhk flats for rent	nearby
My pnr status	travel
Can you cancel my order	food
Reliance Jio sim	recharge
Menu of wednesday meal in kfc	food
Restaurants nearby	nearby
I m asking for AC 3 tier tickets	travel
Hello any nearest axis bank my location?	nearby
Hello savitha	travel
Tatkal Ki tkt cancel hogi	travel
any non stop bus available	travel
Could u tell me 42k which Lenovo happy will be best to buy	shopping
I need to chk flight details to Goa on 10 n 11	travel
wat will be price of iphone 7 plus 128gb in india?	shopping
Can you please help for a trip to alibaug for 3days and 2 nights with budget hotels	travel
Hey, I'd like to order a pizza.{task}	food
I dnt wana travel package	travel
Check availability	travel
Resort near pune	travel
Can you please check the availability of seats in apsrtc super luxury busses....to travel from Hyderabad to nandyal on 4th September	travel
Any train	travel
Hi , puneet please remove my water reminder	reminders
24 of this months check out 25 night,,,	travel
Want to go to kerla for 9 to 10 days from 22 oct	travel
Hey I want to bye a belt	shopping
